filename,original_text,tokens,POS,lemmas
My Universe,"You, you are my universe
And I just want to put you first
And you, you are my universe
And I…

In the night I lie and look up at you
When the morning comes I watch you rise
There’s a paradise they couldn’t capture
That bright infinity inside your eyes

Never ending forever baby

You, you are my universe
And I just want to put you first
And you, you are my universe
And you make my world light up inside

And they said that we can’t be together
Because
Because we come from different sides

You, you are my universe
And I just want to put you first
And you, you are my universe
And you make my world light up inside

My universe do do do do
My universe do do do do
My universe do do do do
You make my world light up inside
Make my world light up inside

When I’m without you I’m crazy

We are made of each other baby

You, you are my universe
And I just want to put you first
You, you are my universe
And you make my world light up inside

My universe do do do do
My universe do do do do
My universe
You you are my universe and I…","['you', 'you', 'are', 'my', 'universe', 'and', 'i', 'just', 'want', 'to', 'put', 'you', 'first', 'and', 'you', 'you', 'are', 'my', 'universe', 'and', 'i…', 'in', 'the', 'night', 'i', 'lie', 'and', 'look', 'up', 'at', 'you', 'when', 'the', 'morning', 'comes', 'i', 'watch', 'you', 'rise', 'there', '’', 's', 'a', 'paradise', 'they', 'couldn', '’', 't', 'capture', 'that', 'bright', 'infinity', 'inside', 'your', 'eyes', 'never', 'ending', 'forever', 'baby', 'you', 'you', 'are', 'my', 'universe', 'and', 'i', 'just', 'want', 'to', 'put', 'you', 'first', 'and', 'you', 'you', 'are', 'my', 'universe', 'and', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'and', 'they', 'said', 'that', 'we', 'can', '’', 't', 'be', 'together', 'because', 'because', 'we', 'come', 'from', 'different', 'sides', 'you', 'you', 'are', 'my', 'universe', 'and', 'i', 'just', 'want', 'to', 'put', 'you', 'first', 'and', 'you', 'you', 'are', 'my', 'universe', 'and', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'do', 'do', 'do', 'do', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'make', 'my', 'world', 'light', 'up', 'inside', 'when', 'i', '’', 'm', 'without', 'you', 'i', '’', 'm', 'crazy', 'we', 'are', 'made', 'of', 'each', 'other', 'baby', 'you', 'you', 'are', 'my', 'universe', 'and', 'i', 'just', 'want', 'to', 'put', 'you', 'first', 'you', 'you', 'are', 'my', 'universe', 'and', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'you', 'you', 'are', 'my', 'universe', 'and', 'i…']","['PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'CCONJ', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'VERB', 'ADP', 'ADP', 'PRON', 'SCONJ', 'DET', 'NOUN', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PROPN', 'VERB', 'SCONJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'NOUN', 'ADV', 'VERB', 'ADV', 'NOUN', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'CCONJ', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADP', 'ADV', 'CCONJ', 'PRON', 'VERB', 'SCONJ', 'PRON', 'AUX', 'PUNCT', 'NOUN', 'AUX', 'ADV', 'SCONJ', 'SCONJ', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'CCONJ', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADP', 'ADP', 'PRON', 'NOUN', 'AUX', 'AUX', 'AUX', 'VERB', 'PRON', 'NOUN', 'AUX', 'AUX', 'AUX', 'VERB', 'PRON', 'NOUN', 'AUX', 'AUX', 'AUX', 'AUX', 'PRON', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADP', 'ADV', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADP', 'ADV', 'SCONJ', 'PRON', 'PUNCT', 'VERB', 'ADP', 'PRON', 'PRON', 'PUNCT', 'VERB', 'ADJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADP', 'ADP', 'PRON', 'NOUN', 'AUX', 'AUX', 'AUX', 'AUX', 'PRON', 'NOUN', 'AUX', 'AUX', 'AUX', 'VERB', 'PRON', 'NOUN', 'PRON', 'PRON', 'AUX', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'VERB']","['you', 'you', 'be', 'my', 'universe', 'and', 'I', 'just', 'want', 'to', 'put', 'you', 'first', 'and', 'you', 'you', 'be', 'my', 'universe', 'and', 'I', '…', 'in', 'the', 'night', 'I', 'lie', 'and', 'look', 'up', 'at', 'you', 'when', 'the', 'morning', 'come', 'I', 'watch', 'you', 'rise', 'there', ""'"", 's', 'a', 'paradise', 'they', 'couldn', ""'"", 't', 'capture', 'that', 'bright', 'infinity', 'inside', 'your', 'eye', 'never', 'end', 'forever', 'baby', 'you', 'you', 'be', 'my', 'universe', 'and', 'I', 'just', 'want', 'to', 'put', 'you', 'first', 'and', 'you', 'you', 'be', 'my', 'universe', 'and', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'and', 'they', 'say', 'that', 'we', 'can', ""'"", 't', 'be', 'together', 'because', 'because', 'we', 'come', 'from', 'different', 'side', 'you', 'you', 'be', 'my', 'universe', 'and', 'I', 'just', 'want', 'to', 'put', 'you', 'first', 'and', 'you', 'you', 'be', 'my', 'universe', 'and', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'do', 'do', 'do', 'do', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'make', 'my', 'world', 'light', 'up', 'inside', 'when', 'I', ""'"", 'm', 'without', 'you', 'I', ""'"", 'm', 'crazy', 'we', 'be', 'make', 'of', 'each', 'other', 'baby', 'you', 'you', 'be', 'my', 'universe', 'and', 'I', 'just', 'want', 'to', 'put', 'you', 'first', 'you', 'you', 'be', 'my', 'universe', 'and', 'you', 'make', 'my', 'world', 'light', 'up', 'inside', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'do', 'do', 'do', 'do', 'my', 'universe', 'you', 'you', 'be', 'my', 'universe', 'and', 'I', '…']"
Yellow,"Look at the stars
Look how they shine for you
And everything you do
Yeah, they were all yellow

I came along
I wrote a song for you
And all the things you do
And it was called yellow

So then I took my turn
Oh what a thing to have done
And it was all yellow

Your skin
Oh yeah, your skin and bones
Turn into something beautiful
You know, you know I love you so
You know I love you so

I swam across
I jumped across for you
Oh what a thing to do

‘Cause you were all yellow
I drew a line
I drew a line for you
Oh what a thing to do
And it was all yellow

Your skin
Oh yeah, your skin and bones
Turn into something beautiful
You know, for you I’d bleed myself dry
For you I’d bleed myself dry

It’s true
Look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine

Look at the stars
Look how they shine for you
And all the things that you do","['look', 'at', 'the', 'stars', 'look', 'how', 'they', 'shine', 'for', 'you', 'and', 'everything', 'you', 'do', 'yeah', 'they', 'were', 'all', 'yellow', 'i', 'came', 'along', 'i', 'wrote', 'a', 'song', 'for', 'you', 'and', 'all', 'the', 'things', 'you', 'do', 'and', 'it', 'was', 'called', 'yellow', 'so', 'then', 'i', 'took', 'my', 'turn', 'oh', 'what', 'a', 'thing', 'to', 'have', 'done', 'and', 'it', 'was', 'all', 'yellow', 'your', 'skin', 'oh', 'yeah', 'your', 'skin', 'and', 'bones', 'turn', 'into', 'something', 'beautiful', 'you', 'know', 'you', 'know', 'i', 'love', 'you', 'so', 'you', 'know', 'i', 'love', 'you', 'so', 'i', 'swam', 'across', 'i', 'jumped', 'across', 'for', 'you', 'oh', 'what', 'a', 'thing', 'to', 'do', '‘', 'cause', 'you', 'were', 'all', 'yellow', 'i', 'drew', 'a', 'line', 'i', 'drew', 'a', 'line', 'for', 'you', 'oh', 'what', 'a', 'thing', 'to', 'do', 'and', 'it', 'was', 'all', 'yellow', 'your', 'skin', 'oh', 'yeah', 'your', 'skin', 'and', 'bones', 'turn', 'into', 'something', 'beautiful', 'you', 'know', 'for', 'you', 'i', '’', 'd', 'bleed', 'myself', 'dry', 'for', 'you', 'i', '’', 'd', 'bleed', 'myself', 'dry', 'it', '’', 's', 'true', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'for', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'look', 'at', 'the', 'stars', 'look', 'how', 'they', 'shine', 'for', 'you', 'and', 'all', 'the', 'things', 'that', 'you', 'do']","['VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'CCONJ', 'PRON', 'PRON', 'VERB', 'INTJ', 'PRON', 'AUX', 'ADV', 'ADJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'CCONJ', 'DET', 'DET', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'PRON', 'AUX', 'VERB', 'ADJ', 'ADV', 'ADV', 'PRON', 'VERB', 'PRON', 'NOUN', 'INTJ', 'PRON', 'DET', 'NOUN', 'PART', 'AUX', 'VERB', 'CCONJ', 'PRON', 'AUX', 'ADV', 'ADJ', 'PRON', 'NOUN', 'INTJ', 'INTJ', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'PRON', 'ADJ', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'ADV', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'ADP', 'ADP', 'PRON', 'INTJ', 'PRON', 'DET', 'NOUN', 'PART', 'VERB', 'PUNCT', 'VERB', 'PRON', 'AUX', 'ADV', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'INTJ', 'PRON', 'DET', 'NOUN', 'PART', 'VERB', 'CCONJ', 'PRON', 'AUX', 'ADV', 'ADJ', 'PRON', 'NOUN', 'INTJ', 'INTJ', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'PRON', 'ADJ', 'PRON', 'VERB', 'ADP', 'PRON', 'PRON', 'PUNCT', 'NOUN', 'VERB', 'PRON', 'ADJ', 'ADP', 'PRON', 'PRON', 'PUNCT', 'NOUN', 'VERB', 'PRON', 'VERB', 'PRON', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'CCONJ', 'DET', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB']","['look', 'at', 'the', 'star', 'look', 'how', 'they', 'shine', 'for', 'you', 'and', 'everything', 'you', 'do', 'yeah', 'they', 'be', 'all', 'yellow', 'I', 'come', 'along', 'I', 'write', 'a', 'song', 'for', 'you', 'and', 'all', 'the', 'thing', 'you', 'do', 'and', 'it', 'be', 'call', 'yellow', 'so', 'then', 'I', 'take', 'my', 'turn', 'oh', 'what', 'a', 'thing', 'to', 'have', 'do', 'and', 'it', 'be', 'all', 'yellow', 'your', 'skin', 'oh', 'yeah', 'your', 'skin', 'and', 'bone', 'turn', 'into', 'something', 'beautiful', 'you', 'know', 'you', 'know', 'I', 'love', 'you', 'so', 'you', 'know', 'I', 'love', 'you', 'so', 'I', 'swam', 'across', 'I', 'jump', 'across', 'for', 'you', 'oh', 'what', 'a', 'thing', 'to', 'do', ""'"", 'cause', 'you', 'be', 'all', 'yellow', 'I', 'draw', 'a', 'line', 'I', 'draw', 'a', 'line', 'for', 'you', 'oh', 'what', 'a', 'thing', 'to', 'do', 'and', 'it', 'be', 'all', 'yellow', 'your', 'skin', 'oh', 'yeah', 'your', 'skin', 'and', 'bone', 'turn', 'into', 'something', 'beautiful', 'you', 'know', 'for', 'you', 'I', ""'"", 'd', 'bleed', 'myself', 'dry', 'for', 'you', 'I', ""'"", 'd', 'bleed', 'myself', 'dry', 'it', ""'"", 's', 'true', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'for', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'for', 'you', 'look', 'how', 'they', 'shine', 'look', 'at', 'the', 'star', 'look', 'how', 'they', 'shine', 'for', 'you', 'and', 'all', 'the', 'thing', 'that', 'you', 'do']"
A Sky Full of Stars,"Cause you’re a sky cause you’re a sky full of stars
I’m gonna give you my heart
Cause you’re a sky cause you’re a sky full of stars
Cause you light up the path

And I don’t care go on and tear me apart
And I don’t care if you do
Cause in a sky cause in a sky full of stars
I think I saw you

Cause you’re a sky cause you’re a sky full of stars
I want to die in your arms
Cause you get lighter the more it gets dark
I’m gonna give you my heart

And I don’t care go on and tear me apart
And I don’t care if you do
Cause in a sky cause in a sky full of stars
I think I see you
I think I see you

Cause in a sky cause in a sky full of stars
I think I see you
I think I see you

Cause you’re a sky you’re a sky full of stars
Such a heavenly view
You’re such a heavenly view","['cause', 'you', '’', 're', 'a', 'sky', 'cause', 'you', '’', 're', 'a', 'sky', 'full', 'of', 'stars', 'i', '’', 'm', 'gon', 'na', 'give', 'you', 'my', 'heart', 'cause', 'you', '’', 're', 'a', 'sky', 'cause', 'you', '’', 're', 'a', 'sky', 'full', 'of', 'stars', 'cause', 'you', 'light', 'up', 'the', 'path', 'and', 'i', 'don', '’', 't', 'care', 'go', 'on', 'and', 'tear', 'me', 'apart', 'and', 'i', 'don', '’', 't', 'care', 'if', 'you', 'do', 'cause', 'in', 'a', 'sky', 'cause', 'in', 'a', 'sky', 'full', 'of', 'stars', 'i', 'think', 'i', 'saw', 'you', 'cause', 'you', '’', 're', 'a', 'sky', 'cause', 'you', '’', 're', 'a', 'sky', 'full', 'of', 'stars', 'i', 'want', 'to', 'die', 'in', 'your', 'arms', 'cause', 'you', 'get', 'lighter', 'the', 'more', 'it', 'gets', 'dark', 'i', '’', 'm', 'gon', 'na', 'give', 'you', 'my', 'heart', 'and', 'i', 'don', '’', 't', 'care', 'go', 'on', 'and', 'tear', 'me', 'apart', 'and', 'i', 'don', '’', 't', 'care', 'if', 'you', 'do', 'cause', 'in', 'a', 'sky', 'cause', 'in', 'a', 'sky', 'full', 'of', 'stars', 'i', 'think', 'i', 'see', 'you', 'i', 'think', 'i', 'see', 'you', 'cause', 'in', 'a', 'sky', 'cause', 'in', 'a', 'sky', 'full', 'of', 'stars', 'i', 'think', 'i', 'see', 'you', 'i', 'think', 'i', 'see', 'you', 'cause', 'you', '’', 're', 'a', 'sky', 'you', '’', 're', 'a', 'sky', 'full', 'of', 'stars', 'such', 'a', 'heavenly', 'view', 'you', '’', 're', 'such', 'a', 'heavenly', 'view']","['VERB', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'PUNCT', 'AUX', 'VERB', 'PART', 'VERB', 'PRON', 'PRON', 'NOUN', 'VERB', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PUNCT', 'PROPN', 'NOUN', 'VERB', 'ADP', 'CCONJ', 'VERB', 'PRON', 'ADV', 'CCONJ', 'PRON', 'VERB', 'PUNCT', 'PROPN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADJ', 'PRON', 'ADJ', 'PRON', 'VERB', 'ADJ', 'PRON', 'PUNCT', 'AUX', 'VERB', 'PART', 'VERB', 'PRON', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'VERB', 'ADP', 'CCONJ', 'VERB', 'PRON', 'ADV', 'CCONJ', 'PRON', 'VERB', 'PUNCT', 'PROPN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'DET', 'DET', 'ADJ', 'NOUN', 'PRON', 'PUNCT', 'ADP', 'DET', 'DET', 'ADJ', 'NOUN']","['cause', 'you', ""'"", 're', 'a', 'sky', 'cause', 'you', ""'"", 're', 'a', 'sky', 'full', 'of', 'star', 'I', ""'"", 'm', 'go', 'to', 'give', 'you', 'my', 'heart', 'cause', 'you', ""'"", 're', 'a', 'sky', 'cause', 'you', ""'"", 're', 'a', 'sky', 'full', 'of', 'star', 'cause', 'you', 'light', 'up', 'the', 'path', 'and', 'I', 'don', ""'"", 't', 'care', 'go', 'on', 'and', 'tear', 'I', 'apart', 'and', 'I', 'don', ""'"", 't', 'care', 'if', 'you', 'do', 'cause', 'in', 'a', 'sky', 'cause', 'in', 'a', 'sky', 'full', 'of', 'star', 'I', 'think', 'I', 'see', 'you', 'cause', 'you', ""'"", 're', 'a', 'sky', 'cause', 'you', ""'"", 're', 'a', 'sky', 'full', 'of', 'star', 'I', 'want', 'to', 'die', 'in', 'your', 'arm', 'cause', 'you', 'get', 'light', 'the', 'more', 'it', 'get', 'dark', 'I', ""'"", 'm', 'go', 'to', 'give', 'you', 'my', 'heart', 'and', 'I', 'don', ""'"", 't', 'care', 'go', 'on', 'and', 'tear', 'I', 'apart', 'and', 'I', 'don', ""'"", 't', 'care', 'if', 'you', 'do', 'cause', 'in', 'a', 'sky', 'cause', 'in', 'a', 'sky', 'full', 'of', 'star', 'I', 'think', 'I', 'see', 'you', 'I', 'think', 'I', 'see', 'you', 'cause', 'in', 'a', 'sky', 'cause', 'in', 'a', 'sky', 'full', 'of', 'star', 'I', 'think', 'I', 'see', 'you', 'I', 'think', 'I', 'see', 'you', 'cause', 'you', ""'"", 're', 'a', 'sky', 'you', ""'"", 're', 'a', 'sky', 'full', 'of', 'star', 'such', 'a', 'heavenly', 'view', 'you', ""'"", 're', 'such', 'a', 'heavenly', 'view']"
Trouble,"Oh no, I see
A spider web is tangled up with me
And I lost my head
And thought of all the stupid things I’d said

Oh no what’s this
A spider web and I’m caught in the middle
So I turn to run
And thought of all the stupid things I’d done

And I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well if I ever caused you trouble
And oh no, I never meant to do you harm

Oh no, I see
A spider web and it’s me in the middle
So I twist and turn
But here am I in my little bubble

Singing that I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well if I ever caused you trouble
And oh no, I never meant to do you harm

They spun a web for me","['oh', 'no', 'i', 'see', 'a', 'spider', 'web', 'is', 'tangled', 'up', 'with', 'me', 'and', 'i', 'lost', 'my', 'head', 'and', 'thought', 'of', 'all', 'the', 'stupid', 'things', 'i', '’', 'd', 'said', 'oh', 'no', 'what', '’', 's', 'this', 'a', 'spider', 'web', 'and', 'i', '’', 'm', 'caught', 'in', 'the', 'middle', 'so', 'i', 'turn', 'to', 'run', 'and', 'thought', 'of', 'all', 'the', 'stupid', 'things', 'i', '’', 'd', 'done', 'and', 'i', 'i', 'never', 'meant', 'to', 'cause', 'you', 'trouble', 'and', 'i', 'i', 'never', 'meant', 'to', 'do', 'you', 'wrong', 'and', 'i', 'well', 'if', 'i', 'ever', 'caused', 'you', 'trouble', 'and', 'oh', 'no', 'i', 'never', 'meant', 'to', 'do', 'you', 'harm', 'oh', 'no', 'i', 'see', 'a', 'spider', 'web', 'and', 'it', '’', 's', 'me', 'in', 'the', 'middle', 'so', 'i', 'twist', 'and', 'turn', 'but', 'here', 'am', 'i', 'in', 'my', 'little', 'bubble', 'singing', 'that', 'i', 'i', 'never', 'meant', 'to', 'cause', 'you', 'trouble', 'and', 'i', 'i', 'never', 'meant', 'to', 'do', 'you', 'wrong', 'and', 'i', 'well', 'if', 'i', 'ever', 'caused', 'you', 'trouble', 'and', 'oh', 'no', 'i', 'never', 'meant', 'to', 'do', 'you', 'harm', 'they', 'spun', 'a', 'web', 'for', 'me']","['INTJ', 'INTJ', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADP', 'ADP', 'PRON', 'CCONJ', 'PRON', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'DET', 'ADJ', 'NOUN', 'PRON', 'PUNCT', 'NOUN', 'VERB', 'INTJ', 'INTJ', 'PRON', 'PUNCT', 'VERB', 'PRON', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'PRON', 'PUNCT', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'DET', 'ADJ', 'NOUN', 'PRON', 'PUNCT', 'NOUN', 'VERB', 'CCONJ', 'PRON', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADJ', 'CCONJ', 'PRON', 'INTJ', 'SCONJ', 'PRON', 'ADV', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'INTJ', 'INTJ', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'VERB', 'INTJ', 'INTJ', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'PRON', 'PUNCT', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'CCONJ', 'VERB', 'CCONJ', 'ADV', 'AUX', 'PRON', 'ADP', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'PRON', 'PRON', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADJ', 'CCONJ', 'PRON', 'INTJ', 'SCONJ', 'PRON', 'ADV', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'INTJ', 'INTJ', 'PRON', 'ADV', 'VERB', 'PART', 'AUX', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON']","['oh', 'no', 'I', 'see', 'a', 'spider', 'web', 'be', 'tangle', 'up', 'with', 'I', 'and', 'I', 'lose', 'my', 'head', 'and', 'thought', 'of', 'all', 'the', 'stupid', 'thing', 'I', ""'"", 'd', 'say', 'oh', 'no', 'what', ""'"", 's', 'this', 'a', 'spider', 'web', 'and', 'I', ""'"", 'm', 'catch', 'in', 'the', 'middle', 'so', 'I', 'turn', 'to', 'run', 'and', 'think', 'of', 'all', 'the', 'stupid', 'thing', 'I', ""'"", 'd', 'do', 'and', 'I', 'I', 'never', 'mean', 'to', 'cause', 'you', 'trouble', 'and', 'I', 'I', 'never', 'mean', 'to', 'do', 'you', 'wrong', 'and', 'I', 'well', 'if', 'I', 'ever', 'cause', 'you', 'trouble', 'and', 'oh', 'no', 'I', 'never', 'mean', 'to', 'do', 'you', 'harm', 'oh', 'no', 'I', 'see', 'a', 'spider', 'web', 'and', 'it', ""'"", 's', 'I', 'in', 'the', 'middle', 'so', 'I', 'twist', 'and', 'turn', 'but', 'here', 'be', 'I', 'in', 'my', 'little', 'bubble', 'singing', 'that', 'I', 'I', 'never', 'mean', 'to', 'cause', 'you', 'trouble', 'and', 'I', 'I', 'never', 'mean', 'to', 'do', 'you', 'wrong', 'and', 'I', 'well', 'if', 'I', 'ever', 'cause', 'you', 'trouble', 'and', 'oh', 'no', 'I', 'never', 'mean', 'to', 'do', 'you', 'harm', 'they', 'spin', 'a', 'web', 'for', 'I']"
